"연번","어린이집명","어린이집유형","주소","정원","현원"
"25281","제일어린이집","법인·단체등","경상북도 영주시 광복로 37 (영주동)","99","89"
"25282","꿈나무어린이집","민간","경상남도 고성군 동해면 봉암4길 55-32","62","60"
"25283","유정어린이집","민간","경기도 화성시 동탄반석로 232 석우동 예당마을 신일유토빌 관리동","33","33"
"25284","안델센어린이집","민간","경상북도 경산시 선비길 41 (사정동)","92","92"
"25285","예닮어린이집","민간","인천광역시 남동구 남촌로93번길 42-1 (남촌동)1층","39","17"
"25286","꿈에그린어린이집","가정","경기도 고양시 덕양구 토당로 93 103동 102호(토당동, 한강한라비발디아파트)","19","18"
"25287","에듀맘어린이집","가정","경기도 구리시 건원대로 56 311동 101호(인창동, 삼보)","20","20"
"25288","톡톡어린이집","가정","경기도 안성시 서운로 791-10 210동 101호(중리동, 안성중리2차동광)","19","19"
"25289","육아일기 어린이집","가정","경기도 남양주시 도농로 34 301동 101호(도농동  부영E그린타운2차3단지아파트)","20","19"
"25290","삼도어린이집","가정","경상북도 경주시 안강읍 구부랑4길 24-1 101동 105호(산대리, 삼도타운)","13","7"
"25291","솔내어린이집","민간","경기도 용인시 기흥구 마북로 124-9 아파트 관리동1층 (마북동)","26","26"
"25292","마리보나어린이집","민간","인천광역시 계양구 안남로490번길 7-2","100","94"
"25293","한별어린이집","민간","대구광역시 달서구 이곡공원로 33 (이곡동 ,성서동서화성타운)","50","48"
"25294","초코어린이집","가정","경기도 시흥시 매화우회로 61 101동 112호(매화동, 금강아파트)","14","14"
"25295","조은별어린이집","가정","경기도 시흥시 은행로216번길 13 101동 103호(대야동, 벽산아파트)","19","17"
"25296","뽀로로어린이집","가정","경기도 시흥시 은행로 104 303동 101호(은행동, 벽산3차아파트)","19","12"
"25297","두산어린이집","가정","경기도 시흥시 대은로104번길 25 102동 103호(은행동, 두산)","19","19"
"25298","지영어린이집","민간","인천광역시 중구 도원로8번길 18","143","46"
"25299","금모래어린이집","가정","경기도 시흥시 은행로 107 308동 106호(은행동, 대우그린3차아파트)","19","19"
"25300","어린이의마음어린이집","민간","광주광역시 남구 대남대로107번길 3-1","51","37"
"25301","첨단스포츠어린이집","민간","광주광역시 광산구 첨단중앙로170번길 92 (쌍암동)","90","84"
"25302","도담어린이집","국공립","서울특별시 동대문구 사가정로17길 21 구립 도담 어린이집","99","93"
"25303","아이세상유아교실어린이집","가정","경기도 고양시 덕양구 어울림로 14 107동 104호(화정동, 달빛마을진덕1단지아파트)","20","18"
"25304","예능서머힐어린이집","민간","인천광역시 부평구 길주남로 175 신명보람아파트 관리동(1층) (부개동)","30","30"
"25305","참다솜어린이집","가정","경기도 시흥시 정왕대로27번길 29 209동 105호(정왕동, 신동아아파트)","20","19"
"25306","호반어린이집","가정","경기도 화성시 병점3로 113 903동 103호(병점동, 안화동마을주공9단지아파트)","19","19"
"25307","꿈터어린이집","가정","인천광역시 부평구 수변로9번길 10 101호 (부개동, 리노빌아파트)","19","19"
"25308","하늘땅어린이집","가정","경기도 오산시 동부대로 332-14 111동 102호(청호동, 오산자이아파트)","20","20"
"25309","은별어린이집","가정","경기도 성남시 중원구 황송로 6 106동 106호(금광동, 황송마을아파트)","12","12"
"25310","이안어린이집","가정","강원도 원주시 모란1길 52 201동 103호(단계동, 단계이안아파트)","19","19"
"25311","분당우리어린이집","가정","경기도 성남시 분당구 양현로94번길 29 606동 105호(이매동 이매촌청구아파트)","20","20"
"25312","바다어린이집","가정","서울특별시 강서구 화곡로31가길 15 (화곡동)","17","17"
"25313","햇살아래극동어린이집","가정","경기도 군포시 고산로539번길 6 963동101호(산본동,백두극동아파트)","20","14"
"25314","예랑어린이집","가정","경상북도 포항시 남구 연일읍 유강길9번길 61 105동 104호(유강리, 대림한숲타운1차)","19","17"
"25315","구립탐구어린이집","국공립","서울특별시 강북구 오패산로 162 (미아동)","52","51"
"25316","구립예지어린이집","국공립","서울특별시 관악구 난곡로30나길 19 (신림동)  [난곡동]","79","76"
"25317","혜원어린이집","민간","경기도 수원시 영통구 동수원로 432 관리동 (매탄동, 동남아파트)","44","44"
"25318","상봉삼성어린이집","법인·단체등","서울특별시 중랑구 면목로88길 9 (상봉동)","151","127"
"25319","선사키즈어린이집","민간","서울특별시 강동구 고덕로20나길 14 (암사동 459-56호)","39","14"
"25320","드림","가정","서울특별시 성북구 정릉로 402-16 105동 102호(돈암동, 범양아파트)","20","19"
"25321","멜로디어린이집","가정","제주특별자치도 서귀포시 신서귀로 8 108동 103호(법환동, 현대연립주택)","19","15"
"25322","해맑은어린이집","민간","경상북도 상주시 상산로 201 (남성동)","28","28"
"25323","노블아일랜드어린이집","가정","경기도 고양시 일산서구 일현로 122 804동 102호(탄현동, 탄현마을동성8단지아파트)","20","19"
"25324","도곡사임당어린이집","가정","서울특별시 강남구 논현로 218 2동 105호(도곡동, 삼익아파트)","20","19"
"25325","태영어린이집","가정","충청남도 천안시 서북구 월봉4로 140-16 103동 102호(쌍용동, 월봉벽산태영아파트)","19","19"
"25326","삼봉어린이집","민간","충청남도 당진시 기와말길 3-12","76","65"
"25327","주연어린이집","가정","경기도 부천시 원미구 장말로 71 1515동 101호(상동, 한아름마을라이프아파트)","20","20"
"25328","창원근로복지공단어린이집","법인·단체등","경상남도 창원시 성산구 대암로 32-15","268","175"
"25329","다솜어린이집","가정","울산광역시 울주군 천상2길 16 신한다솜아파트 103호  다솜어린이집","19","18"
"25330","시온성어린이집","민간","제주특별자치도 서귀포시 동홍중앙로 58-21","39","39"
"25331","보물섬어린이집","가정","경기도 용인시 기흥구 덕영대로2077번길 8 104동 109호(영덕동, 두진아파트)","20","10"
"25332","반딧불어린이집","가정","서울특별시 송파구 송파대로22길 19 1층","14","14"
"25333","꿈나래어린이집","민간","서울특별시 구로구 개봉로16가길 10-26","99","99"
"25334","장기어린이집","국공립","경기도 김포시 김포한강2로 144 초당마을 주공아파트 관리동 1층 장기어린이집","45","35"
"25335","선마을어린이집","민간","제주특별자치도 제주시 수목원서길 50 (노형동)","104","104"
"25336","충무어린이집","국공립","서울특별시 중구 동호로27길 21 (묵정동)","67","55"
"25337","동주어린이집","가정","경기도 수원시 영통구 효원로 363 113동 101호(매탄동, 매탄위브하늘채아파트)","20","17"
"25338","구례원광어린이집","법인·단체등","전라남도 구례군 구례읍 봉성산길 20","165","91"
"25339","낙원어린이집","사회복지법인","전라남도 광양시 옥곡면 금영로 257","114","110"
"25340","구민회관어린이집","국공립","서울특별시 강동구 상암로 168 구민회관1층 (천호동41)","46","46"
"25341","피터팬어린이집","가정","서울특별시 영등포구 당산로 95 102동 101호(당산동2가, 한전현대아파트)","19","18"
"25342","신한국몬테소리어린이집","민간","경기도 부천시 원미구 장말로 373 (심곡동)","72","66"
"25343","또래또어린이집","가정","경기도 의정부시 호동로 72 203동 108호(호원동, 호원가든2차아파트)","19","16"
"25344","또별어린이집","가정","광주광역시 광산구 목련로 42 106동 102호(산정동, 광주하남부영사랑으로1차아파트)","20","20"
"25345","여천어린이집","국공립","전라남도 여수시 무선1길 8 (선원동)","145","128"
"25346","한별어린이집","가정","경기도 안양시 동안구 달안로 73 303동 103호(비산동, 샛별마을한양4차3단지아파트)(살림겸용)","18","18"
"25347","미예뜰어린이집","민간","경기도 수원시 권선구 서둔로217번길 28-5 (탑동)","137","125"
"25348","동그라미어린이집","사회복지법인","전북 전주시 덕진구 인후동1가 858-2","77","76"
"25349","쁘띠아이어린이집","민간","경기도 안산시 상록구 이동로 25-1 (이동)","34","28"
"25350","아이꿈터어린이집","가정","충청남도 당진시 송산로 164 대상아파트 107동101호","20","20"
"25351","꼬망어린이집","가정","경기도 수원시 팔달구 정자천로32번길 20 161-105 (화서동 꽃뫼버들마을 엘지아파트)","19","16"
"25352","꽃피는산골어린이집","민간","제주특별자치도 제주시 오등8길 27-2","39","38"
"25353","푸른꿈어린이집","민간","충청북도 청주시 서원구 예체로 30 사직푸르지오캐슬 5단지 관리동","26","25"
"25354","도담어린이집","가정","충청북도 음성군 대소면 대화3길 19-11","20","20"
"25355","솔숲어린이집","민간","경상북도 포항시 북구 중앙로 413-14","30","23"
"25356","꼬마천국어린이집","가정","경기도 고양시 일산서구 강선로 70 802동 104호(주엽동, 강선마을롯데8단지아파트)","17","15"
"25357","동아어린이집","민간","서울특별시 동대문구 한천로11길 10-1 동아아파트 단지내 유치원동 (답십리동)","82","77"
"25358","베베키즈어린이집","가정","인천광역시 계양구 주부토로532번길 52 영남아파트 3-102","14","13"
"25359","한우리어린이집","민간","울산광역시 북구 상방로 12 한우리아파트 내 (화봉동)","54","51"
"25360","북부어린이집","사회복지법인","서울특별시 노원구 동일로245길 56 (상계동)","128","124"
"25361","자연누리어린이집","민간","부산광역시 서구 보수대로188번길 15 (동대신동2가)","28","28"
"25362","영주어린이집","가정","인천광역시 서구 가정로126번길 30-6","16","13"
"25363","성은어린이집","민간","서울특별시 동대문구 한천로 434 (이문동)","73","73"
"25364","아이린어린이집","민간","경기도 수원시 장안구 영화로50번길 26 (영화동)","115","115"
"25365","잼도리어린이집","가정","서울특별시 노원구 마들로 31 112동 103호(월계동, 한진한화그랑빌)","14","14"
"25366","꿈나무어린이집","민간","경기도 수원시 권선구 덕영대로1145번길 46 (세류동)","73","52"
"25367","아이생각어린이집","가정","경기도 안양시 동안구 학의로 20 114동101호(비산동, 관악동성아파트)","20","20"
"25368","참좋은어린이집","민간","경기도 의정부시 능곡로 8 신곡주공4단지 관리동내 (신곡동)","25","12"
"25369","굿맘신목동어린이집","가정","서울특별시 양천구 신정로 293 108동 103호(신정동, 신트리아파트)","13","12"
